Year	Category	Type	Code	Name	Substance	Unit	Factor	Margin	FactorWithMargin	ReliabilityScore	TemporalCorrelation	GeographicalCorrelation	TechnologicalCorrelation	DataCollection
2012	Detail	Commodity	333612	Speed changers, industrial high-speed drives, and gears	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	333612	Speed changers, industrial high-speed drives, and gears	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	333612	Speed changers, industrial high-speed drives, and gears	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.005	3	3	1	2	1	
2012	Detail	Commodity	333613	Mechanical power transmission equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.244	0.033	0.277	3	3	1	3	1	
2012	Detail	Commodity	333613	Mechanical power transmission equipment	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	333613	Mechanical power transmission equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	333613	Mechanical power transmission equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.006	3	3	1	2	1	
2012	Detail	Commodity	333618	Other engine equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.295	0.036	0.331	3	3	1	3	1	
2012	Detail	Commodity	333618	Other engine equipment	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	333618	Other engine equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	333618	Other engine equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.012	0.001	0.012	3	3	1	3	1	
2012	Detail	Commodity	333912	Air and gas compressors	Carbon dioxide	kg/2018 USD, purchaser price	0.202	0.03	0.232	3	3	1	3	1	
2012	Detail	Commodity	333912	Air and gas compressors	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	333912	Air and gas compressors	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	333912	Air and gas compressors	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.007	0.001	0.007	3	3	1	2	1	
2012	Detail	Commodity	33391A	Pumps and pumping equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.183	0.029	0.212	3	3	1	3	1	
2012	Detail	Commodity	33391A	Pumps and pumping equipment	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	33391A	Pumps and pumping equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	33391A	Pumps and pumping equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	3	3	1	2	1	
2012	Detail	Commodity	333920	Material handling equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.281	0.03	0.311	3	3	1	3	1	
2012	Detail	Commodity	333920	Material handling equipment	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	333920	Material handling equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	333920	Material handling equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	3	3	1	2	1	
2012	Detail	Commodity	333991	Power tools	Carbon dioxide	kg/2018 USD, purchaser price	0.111	0.099	0.21	3	3	1	3	1	
2012	Detail	Commodity	333991	Power tools	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	333991	Power tools	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	333991	Power tools	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.004	3	3	1	2	1	
2012	Detail	Commodity	333993	Packaging machinery	Carbon dioxide	kg/2018 USD, purchaser price	0.156	0.029	0.185	3	3	1	3	1	
2012	Detail	Commodity	333993	Packaging machinery	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	333993	Packaging machinery	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	333993	Packaging machinery	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.005	2	3	1	2	1	
2012	Detail	Commodity	333994	Industrial process furnaces and ovens	Carbon dioxide	kg/2018 USD, purchaser price	0.21	0.031	0.241	3	3	1	3	1	
2012	Detail	Commodity	333994	Industrial process furnaces and ovens	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	333994	Industrial process furnaces and ovens	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	333994	Industrial process furnaces and ovens	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	2	3	1	2	1	
2012	Detail	Commodity	33399A	Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery	Carbon dioxide	kg/2018 USD, purchaser price	0.235	0.033	0.269	3	3	1	3	1	
2012	Detail	Commodity	33399A	Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	33399A	Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2012	Detail	Commodity	33399A	Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.006	3	3	1	2	1	
2012	Detail	Commodity	33399B	Hydraulic pumps, motors, cylinders and actuators	Carbon dioxide	kg/2018 USD, purchaser price	0.253	0.031	0.285	3	3	1	3	1	
2012	Detail	Commodity	33399B	Hydraulic pumps, motors, cylinders and actuators	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	33399B	Hydraulic pumps, motors, cylinders and actuators	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	33399B	Hydraulic pumps, motors, cylinders and actuators	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.006	3	3	1	2	1	
2012	Detail	Commodity	334111	Computers	Carbon dioxide	kg/2018 USD, purchaser price	0.039	0.072	0.111	3	3	1	3	1	
2012	Detail	Commodity	334111	Computers	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	334111	Computers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	2	1	
2012	Detail	Commodity	334111	Computers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.007	2	3	1	1	1	
2012	Detail	Commodity	334112	Computer storage device readers	Carbon dioxide	kg/2018 USD, purchaser price	0.083	0.063	0.146	3	3	1	3	1	
2012	Detail	Commodity	334112	Computer storage device readers	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	334112	Computer storage device readers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	2	1	
2012	Detail	Commodity	334112	Computer storage device readers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.006	2	3	1	2	1	
2012	Detail	Commodity	334118	Computer terminals and other computer peripheral equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.12	0.055	0.175	3	3	1	3	1	
2012	Detail	Commodity	334118	Computer terminals and other computer peripheral equipment	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	334118	Computer terminals and other computer peripheral equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334118	Computer terminals and other computer peripheral equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.004	3	3	1	2	1	
2012	Detail	Commodity	334210	Telephones	Carbon dioxide	kg/2018 USD, purchaser price	0.071	0.105	0.176	3	3	1	3	1	
2012	Detail	Commodity	334210	Telephones	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	334210	Telephones	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334210	Telephones	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.002	0.005	3	3	1	2	1	
2012	Detail	Commodity	334220	Wireless communications	Carbon dioxide	kg/2018 USD, purchaser price	0.085	0.096	0.182	3	3	1	3	1	
2012	Detail	Commodity	334220	Wireless communications	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	334220	Wireless communications	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334220	Wireless communications	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0.002	0.004	3	3	1	2	1	
2012	Detail	Commodity	334290	Communications equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.067	0.054	0.12	3	3	1	3	1	
2012	Detail	Commodity	334290	Communications equipment	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	334290	Communications equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334290	Communications equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0.001	0.003	3	3	1	2	1	
2012	Detail	Commodity	334300	Audio and video equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.07	0.084	0.154	3	3	1	3	1	
2012	Detail	Commodity	334300	Audio and video equipment	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	334300	Audio and video equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334300	Audio and video equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0.001	0.003	3	3	1	3	1	
2012	Detail	Commodity	334413	Semiconductors	Carbon dioxide	kg/2018 USD, purchaser price	0.145	0.036	0.181	3	3	1	3	1	
2012	Detail	Commodity	334413	Semiconductors	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	334413	Semiconductors	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	2	1	
2012	Detail	Commodity	334413	Semiconductors	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.071	0.001	0.072	2	3	1	1	1	
2012	Detail	Commodity	334418	Printed circuit and electronic assembly	Carbon dioxide	kg/2018 USD, purchaser price	0.117	0.031	0.148	3	3	1	3	1	
2012	Detail	Commodity	334418	Printed circuit and electronic assembly	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	334418	Printed circuit and electronic assembly	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334418	Printed circuit and electronic assembly	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.01	0.001	0.01	2	3	1	1	1	
2012	Detail	Commodity	33441A	Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)	Carbon dioxide	kg/2018 USD, purchaser price	0.153	0.028	0.181	3	3	1	3	1	
2012	Detail	Commodity	33441A	Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	33441A	Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	33441A	Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.007	0.001	0.007	3	3	1	2	1	
2012	Detail	Commodity	334510	Electromedical appartuses	Carbon dioxide	kg/2018 USD, purchaser price	0.074	0.073	0.147	3	3	1	3	1	
2012	Detail	Commodity	334510	Electromedical appartuses	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	334510	Electromedical appartuses	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334510	Electromedical appartuses	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0.001	0.004	3	3	1	2	1	
2012	Detail	Commodity	334511	Navigation instruments	Carbon dioxide	kg/2018 USD, purchaser price	0.046	0.019	0.065	3	3	1	3	1	
2012	Detail	Commodity	334511	Navigation instruments	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	334511	Navigation instruments	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334511	Navigation instruments	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.002	3	3	1	2	1	
2012	Detail	Commodity	334512	Automatic controls for HVAC and refrigeration equipment	Carbon dioxide	kg/2018 USD, purchaser price	0.116	0.029	0.144	3	3	1	3	1	
2012	Detail	Commodity	334512	Automatic controls for HVAC and refrigeration equipment	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	334512	Automatic controls for HVAC and refrigeration equipment	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334512	Automatic controls for HVAC and refrigeration equipment	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	3	3	1	2	1	
2012	Detail	Commodity	334513	Industrial process variable instruments	Carbon dioxide	kg/2018 USD, purchaser price	0.098	0.02	0.118	3	3	1	3	1	
2012	Detail	Commodity	334513	Industrial process variable instruments	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	334513	Industrial process variable instruments	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334513	Industrial process variable instruments	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	2	1	
2012	Detail	Commodity	334514	Fluid meters and counting devices	Carbon dioxide	kg/2018 USD, purchaser price	0.043	0.027	0.07	3	3	1	3	1	
2012	Detail	Commodity	334514	Fluid meters and counting devices	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	334514	Fluid meters and counting devices	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334514	Fluid meters and counting devices	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.002	3	3	1	2	1	
2012	Detail	Commodity	334515	Signal testing instruments	Carbon dioxide	kg/2018 USD, purchaser price	0.087	0.03	0.117	3	3	1	3	1	
2012	Detail	Commodity	334515	Signal testing instruments	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	334515	Signal testing instruments	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334515	Signal testing instruments	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0.001	0.002	3	3	1	3	1	
2012	Detail	Commodity	334516	Analytical laboratory instruments	Carbon dioxide	kg/2018 USD, purchaser price	0.063	0.028	0.091	3	3	1	3	1	
2012	Detail	Commodity	334516	Analytical laboratory instruments	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	334516	Analytical laboratory instruments	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334516	Analytical laboratory instruments	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	3	3	1	2	1	
2012	Detail	Commodity	334517	Irradiation apparatuses	Carbon dioxide	kg/2018 USD, purchaser price	0.132	0.049	0.182	3	3	1	3	1	
2012	Detail	Commodity	334517	Irradiation apparatuses	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	334517	Irradiation apparatuses	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334517	Irradiation apparatuses	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	3	3	1	2	1	
2012	Detail	Commodity	33451A	Watches, clocks, and other measuring and controlling devices	Carbon dioxide	kg/2018 USD, purchaser price	0.038	0.079	0.117	3	3	1	3	1	
2012	Detail	Commodity	33451A	Watches, clocks, and other measuring and controlling devices	Methane	kg/2018 USD, purchaser price	0	0	0	3	3	1	1	1	
2012	Detail	Commodity	33451A	Watches, clocks, and other measuring and controlling devices	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	33451A	Watches, clocks, and other measuring and controlling devices	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0.001	0.002	3	3	1	2	1	
2012	Detail	Commodity	334610	External hard drives, CDs, other storage media	Carbon dioxide	kg/2018 USD, purchaser price	0.103	0.027	0.13	3	3	1	3	1	
2012	Detail	Commodity	334610	External hard drives, CDs, other storage media	Methane	kg/2018 USD, purchaser price	0	0	0	4	3	1	1	1	
2012	Detail	Commodity	334610	External hard drives, CDs, other storage media	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	334610	External hard drives, CDs, other storage media	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	2	1	
2012	Detail	Commodity	335110	Light bulbs	Carbon dioxide	kg/2018 USD, purchaser price	0.232	0.106	0.338	3	3	1	4	1	
2012	Detail	Commodity	335110	Light bulbs	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335110	Light bulbs	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335110	Light bulbs	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.007	0.002	0.009	3	3	1	2	1	
2012	Detail	Commodity	335120	Light fixtures	Carbon dioxide	kg/2018 USD, purchaser price	0.174	0.099	0.273	3	3	1	3	1	
2012	Detail	Commodity	335120	Light fixtures	Methane	kg/2018 USD, purchaser price	0.001	0.001	0.001	4	3	1	1	1	
2012	Detail	Commodity	335120	Light fixtures	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335120	Light fixtures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.009	0.001	0.011	3	3	1	3	1	
2012	Detail	Commodity	335210	Small electrical appliances	Carbon dioxide	kg/2018 USD, purchaser price	0.167	0.141	0.308	3	3	1	3	1	
2012	Detail	Commodity	335210	Small electrical appliances	Methane	kg/2018 USD, purchaser price	0.001	0.001	0.002	4	3	1	1	1	
2012	Detail	Commodity	335210	Small electrical appliances	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335210	Small electrical appliances	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.002	0.006	3	3	1	2	1	
2012	Detail	Commodity	335221	Home cooking appliances	Carbon dioxide	kg/2018 USD, purchaser price	0.19	0.092	0.283	3	3	1	3	1	
2012	Detail	Commodity	335221	Home cooking appliances	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335221	Home cooking appliances	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335221	Home cooking appliances	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.008	0.001	0.009	3	3	1	2	1	
2012	Detail	Commodity	335222	Home refrigerators and freezers	Carbon dioxide	kg/2018 USD, purchaser price	0.158	0.091	0.249	3	3	1	3	1	
2012	Detail	Commodity	335222	Home refrigerators and freezers	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335222	Home refrigerators and freezers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335222	Home refrigerators and freezers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.052	0.001	0.053	4	3	1	5	1	
2012	Detail	Commodity	335224	Home laundry machines	Carbon dioxide	kg/2018 USD, purchaser price	0.183	0.09	0.273	3	3	1	3	1	
2012	Detail	Commodity	335224	Home laundry machines	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335224	Home laundry machines	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335224	Home laundry machines	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.006	3	3	1	2	1	
2012	Detail	Commodity	335228	Major home appliances (except ovens, stoves, refrigerators and laundry machines)	Carbon dioxide	kg/2018 USD, purchaser price	0.176	0.054	0.23	3	3	1	3	1	
2012	Detail	Commodity	335228	Major home appliances (except ovens, stoves, refrigerators and laundry machines)	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335228	Major home appliances (except ovens, stoves, refrigerators and laundry machines)	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335228	Major home appliances (except ovens, stoves, refrigerators and laundry machines)	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	3	3	1	2	1	
2012	Detail	Commodity	335311	Specialty transformers	Carbon dioxide	kg/2018 USD, purchaser price	0.298	0.035	0.333	3	3	1	3	1	
2012	Detail	Commodity	335311	Specialty transformers	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335311	Specialty transformers	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335311	Specialty transformers	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.006	3	3	1	2	1	
2012	Detail	Commodity	335312	Motors and generators	Carbon dioxide	kg/2018 USD, purchaser price	0.206	0.037	0.243	3	3	1	3	1	
2012	Detail	Commodity	335312	Motors and generators	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335312	Motors and generators	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335312	Motors and generators	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.008	0.001	0.009	3	3	1	2	1	
2012	Detail	Commodity	335313	Switchgear and switchboards	Carbon dioxide	kg/2018 USD, purchaser price	0.229	0.036	0.265	3	3	1	3	1	
2012	Detail	Commodity	335313	Switchgear and switchboards	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335313	Switchgear and switchboards	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335313	Switchgear and switchboards	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.007	0.001	0.008	3	3	1	2	1	
2012	Detail	Commodity	335314	Relay and industrial controls	Carbon dioxide	kg/2018 USD, purchaser price	0.144	0.031	0.175	3	3	1	3	1	
2012	Detail	Commodity	335314	Relay and industrial controls	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335314	Relay and industrial controls	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335314	Relay and industrial controls	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	3	3	1	2	1	
2012	Detail	Commodity	335911	Storage batteries	Carbon dioxide	kg/2018 USD, purchaser price	0.285	0.058	0.343	3	3	1	3	1	
2012	Detail	Commodity	335911	Storage batteries	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335911	Storage batteries	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335911	Storage batteries	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.01	0.001	0.011	4	3	1	1	1	
2012	Detail	Commodity	335912	Primary batteries	Carbon dioxide	kg/2018 USD, purchaser price	0.157	0.108	0.264	3	3	1	3	1	
2012	Detail	Commodity	335912	Primary batteries	Methane	kg/2018 USD, purchaser price	0	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335912	Primary batteries	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335912	Primary batteries	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.002	0.007	3	3	1	2	1	
2012	Detail	Commodity	335920	Communication and energy wire and cable	Carbon dioxide	kg/2018 USD, purchaser price	0.412	0.035	0.447	3	3	1	3	1	
2012	Detail	Commodity	335920	Communication and energy wire and cable	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335920	Communication and energy wire and cable	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335920	Communication and energy wire and cable	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.013	0.001	0.014	3	3	1	1	1	
2012	Detail	Commodity	335930	Wiring devices	Carbon dioxide	kg/2018 USD, purchaser price	0.239	0.064	0.302	3	3	1	3	1	
2012	Detail	Commodity	335930	Wiring devices	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	1	1	
2012	Detail	Commodity	335930	Wiring devices	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335930	Wiring devices	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	3	3	1	2	1	
2012	Detail	Commodity	335991	Carbon and graphite products	Carbon dioxide	kg/2018 USD, purchaser price	0.295	0.014	0.309	3	3	1	4	1	
2012	Detail	Commodity	335991	Carbon and graphite products	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	1	1	
2012	Detail	Commodity	335991	Carbon and graphite products	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335991	Carbon and graphite products	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	3	1	
2012	Detail	Commodity	335999	other miscellaneous electrical equipment and components	Carbon dioxide	kg/2018 USD, purchaser price	0.168	0.034	0.201	3	3	1	3	1	
2012	Detail	Commodity	335999	other miscellaneous electrical equipment and components	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2012	Detail	Commodity	335999	other miscellaneous electrical equipment and components	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2012	Detail	Commodity	335999	other miscellaneous electrical equipment and components	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	3	3	1	2	1	
2012	Detail	Commodity	336111	Automobiles	Carbon dioxide	kg/2018 USD, purchaser price	0.207	0.069	0.276	3	3	1	3	1	
